payment_id,payment_method,payment_status
4827,Debit Card,Paid
4828,COD,Paid
4829,Wallet,Paid
4830,UPI,Paid
4831,UPI,Paid
4832,UPI,Paid
4833,COD,Paid
4834,Credit Card,Paid
4835,Wallet,Paid
4836,Debit Card,Paid
4837,Wallet,Paid
4838,Credit Card,Paid
4839,COD,Paid
4840,Debit Card,Paid
4841,Wallet,Paid
4842,Debit Card,Paid
4843,Wallet,Paid
4844,UPI,Paid
4845,Credit Card,Paid
4846,Debit Card,Paid
4847,Wallet,Paid
4848,Wallet,Paid
4849,Wallet,Paid
4850,Credit Card,Paid
4851,Debit Card,Paid
4852,COD,Paid
4853,UPI,Paid
4854,Debit Card,Paid
4855,Debit Card,Paid
4856,Debit Card,Paid
4857,UPI,Paid
4858,COD,Paid
4859,Credit Card,Paid
4860,COD,Paid
4861,Debit Card,Paid
4862,Debit Card,Paid
4863,Credit Card,Paid
4864,Wallet,Paid
4865,UPI,Paid
4866,Credit Card,Paid
4867,Debit Card,Paid
4868,Wallet,Paid
4869,Debit Card,Paid
4870,UPI,Paid
4871,Wallet,Paid
4872,COD,Paid
4873,Debit Card,Paid
4874,UPI,Paid
4875,Credit Card,Paid
4876,Debit Card,Paid
4877,COD,Paid
4878,UPI,Paid
4879,Credit Card,Paid
4880,Wallet,Paid
4881,Wallet,Paid
4882,UPI,Paid
4883,COD,Paid
4884,Debit Card,Paid
4885,Credit Card,Paid
4886,Debit Card,Paid
4887,Debit Card,Paid
4888,COD,Paid
4889,UPI,Paid
4890,Wallet,Paid
4891,COD,Paid
4892,COD,Paid
4893,Wallet,Paid
4894,Credit Card,Paid
4895,Wallet,Paid
4896,UPI,Paid
4897,COD,Paid
4898,Debit Card,Paid
4899,COD,Paid
4900,Wallet,Paid
4901,Debit Card,Paid
4902,Wallet,Paid
4903,Debit Card,Paid
4904,Debit Card,Paid
4905,Wallet,Paid
4906,COD,Paid
4907,Wallet,Paid
4908,Credit Card,Paid
4909,UPI,Paid
4910,Wallet,Paid
4911,Wallet,Paid
4912,Debit Card,Paid
4913,Credit Card,Paid
4914,COD,Paid
4915,Wallet,Paid
4916,Debit Card,Paid
4917,COD,Paid
4918,Debit Card,Paid
4919,Wallet,Paid
4920,COD,Paid
4921,Credit Card,Paid
4922,Credit Card,Paid
4923,Debit Card,Paid
4924,COD,Paid
4925,UPI,Paid
4926,Credit Card,Paid
4927,UPI,Paid
4928,Debit Card,Paid
4929,Credit Card,Paid
4930,UPI,Paid
4931,UPI,Paid
4932,COD,Paid
4933,Wallet,Paid
4934,Credit Card,Paid
4935,Wallet,Paid
4936,UPI,Paid
4937,Credit Card,Paid
4938,Credit Card,Paid
4939,Wallet,Paid
4940,Debit Card,Paid
4941,Debit Card,Paid
4942,Debit Card,Paid
4943,UPI,Paid
4944,COD,Paid
4945,Credit Card,Paid
4946,COD,Paid
4947,Debit Card,Paid
4948,Credit Card,Paid
4949,Wallet,Paid
4950,UPI,Paid
4951,Wallet,Paid
4952,Wallet,Paid
4953,COD,Paid
4954,COD,Paid
4955,COD,Paid
4956,COD,Paid
4957,Credit Card,Paid
4958,Debit Card,Paid
4959,Credit Card,Paid
4960,Debit Card,Paid
4961,Wallet,Paid
4962,Credit Card,Paid
4963,Debit Card,Paid
4964,Credit Card,Paid
4965,UPI,Paid
4966,UPI,Paid
4967,Credit Card,Paid
4968,Debit Card,Paid
4969,Wallet,Paid
4970,Debit Card,Paid
4971,UPI,Paid
4972,Debit Card,Paid
4973,Wallet,Paid
4974,Wallet,Paid
4975,Debit Card,Paid
4976,COD,Paid
4977,Credit Card,Paid
4978,UPI,Paid
4979,Wallet,Paid
4980,Debit Card,Paid
4981,Wallet,Paid
4982,COD,Paid
4983,Wallet,Paid
4984,Debit Card,Paid
4985,COD,Paid
4986,COD,Paid
4987,COD,Paid
4988,COD,Paid
4989,Debit Card,Paid
4990,COD,Paid
4991,Debit Card,Paid
4992,COD,Paid
4993,Debit Card,Paid
4994,COD,Paid
4995,UPI,Paid
4996,COD,Paid
4997,COD,Paid
4998,Wallet,Paid
4999,Debit Card,Paid
5000,Wallet,Paid
